Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
392,Japan,218,Ecuador,Export,4245,2015
642,Romania,504,Morocco,Export,4243,2015
246,Finland,440,Lithuania,Export,4243,2015
276,Germany,404,Kenya,Export,4235,2015
792,Turkey,634,Qatar,Export,4231,2015
724,Spain,591,Panama,Export,4219,2015
724,Spain,218,Ecuador,Export,4217,2015
381,Italy,233,Estonia,Export,4216,2015
579,Norway,757,Switzerland,Export,4209,2015
100,Bulgaria,842,USA,Export,4208,2015
100,Bulgaria,818,Egypt,Export,4205,2015
344,"China, Hong Kong SAR",604,Peru,Export,4197,2015
381,Italy,112,Belarus,Export,4184,2015
752,Sweden,428,Latvia,Export,4178,2015
320,Guatemala,188,Costa Rica,Export,4177,2015
642,Romania,682,Saudi Arabia,Export,4172,2015
579,Norway,24,Angola,Export,4162,2015
276,Germany,268,Georgia,Export,4146,2015
724,Spain,704,Viet Nam,Export,4140,2015
724,Spain,414,Kuwait,Export,4140,2015
826,United Kingdom,440,Lithuania,Export,4121,2015
246,Finland,682,Saudi Arabia,Export,4109,2015
233,Estonia,528,Netherlands,Export,4097,2015
372,Ireland,643,Russian Federation,Export,4090,2015
348,Hungary,300,Greece,Export,4076,2015
826,United Kingdom,400,Jordan,Export,4063,2015
36,Australia,484,Mexico,Export,4061,2015
251,France,862,Venezuela,Export,4045,2015
276,Germany,434,Libya,Export,4033,2015
251,France,191,Croatia,Export,4033,2015
251,France,400,Jordan,Export,4029,2015
620,Portugal,792,Turkey,Export,4028,2015
36,Australia,818,Egypt,Export,4019,2015
616,Poland,398,Kazakhstan,Export,4016,2015
724,Spain,862,Venezuela,Export,4001,2015
705,Slovenia,642,Romania,Export,3997,2015
251,France,470,Malta,Export,3994,2015
620,Portugal,124,Canada,Export,3992,2015
616,Poland,76,Brazil,Export,3976,2015
36,Australia,643,Russian Federation,Export,3975,2015
251,France,292,Gibraltar,Export,3973,2015
458,Malaysia,757,Switzerland,Export,3969,2015
792,Turkey,887,Yemen,Export,3958,2015
703,Slovakia,191,Croatia,Export,3946,2015
440,Lithuania,246,Finland,Export,3946,2015
620,Portugal,508,Mozambique,Export,3943,2015
842,USA,116,Cambodia,Export,3924,2015
300,Greece,616,Poland,Export,3906,2015
616,Poland,818,Egypt,Export,3904,2015
381,Italy,591,Panama,Export,3897,2015
100,Bulgaria,348,Hungary,Export,3886,2015
842,USA,352,Iceland,Export,3886,2015
124,Canada,192,Cuba,Export,3871,2015
300,Greece,8,Albania,Export,3868,2015
458,Malaysia,616,Poland,Export,3864,2015
724,Spain,191,Croatia,Export,3858,2015
246,Finland,818,Egypt,Export,3848,2015
792,Turkey,231,Ethiopia,Export,3836,2015
251,France,196,Cyprus,Export,3835,2015
372,Ireland,642,Romania,Export,3832,2015
642,Romania,422,Lebanon,Export,3824,2015
392,Japan,620,Portugal,Export,3815,2015
842,USA,703,Slovakia,Export,3807,2015
100,Bulgaria,702,Singapore,Export,3784,2015
757,Switzerland,12,Algeria,Export,3783,2015
246,Finland,360,Indonesia,Export,3777,2015
458,Malaysia,752,Sweden,Export,3773,2015
276,Germany,24,Angola,Export,3772,2015
300,Greece,56,Belgium,Export,3769,2015
124,Canada,752,Sweden,Export,3764,2015
36,Australia,512,Oman,Export,3749,2015
616,Poland,196,Cyprus,Export,3746,2015
208,Denmark,899,"Areas, nes",Export,3728,2015
842,USA,144,Sri Lanka,Export,3721,2015
826,United Kingdom,144,Sri Lanka,Export,3708,2015
208,Denmark,704,Viet Nam,Export,3701,2015
724,Spain,470,Malta,Export,3697,2015
757,Switzerland,100,Bulgaria,Export,3697,2015
484,Mexico,682,Saudi Arabia,Export,3691,2015
381,Italy,192,Cuba,Export,3683,2015
579,Norway,566,Nigeria,Export,3682,2015
642,Romania,376,Israel,Export,3679,2015
842,USA,328,Guyana,Export,3674,2015
842,USA,705,Slovenia,Export,3674,2015
458,Malaysia,404,Kenya,Export,3674,2015
124,Canada,566,Nigeria,Export,3670,2015
233,Estonia,208,Denmark,Export,3667,2015
203,Czech Rep.,818,Egypt,Export,3653,2015
705,Slovenia,56,Belgium,Export,3648,2015
222,El Salvador,558,Nicaragua,Export,3630,2015
392,Japan,470,Malta,Export,3628,2015
554,New Zealand,704,Viet Nam,Export,3627,2015
208,Denmark,710,South Africa,Export,3624,2015
233,Estonia,826,United Kingdom,Export,3619,2015
392,Japan,566,Nigeria,Export,3588,2015
392,Japan,246,Finland,Export,3577,2015
124,Canada,554,New Zealand,Export,3576,2015
554,New Zealand,12,Algeria,Export,3574,2015
792,Turkey,458,Malaysia,Export,3571,2015
152,Chile,100,Bulgaria,Export,3563,2015
381,Italy,384,C衰te d'Ivoire,Export,3563,2015
484,Mexico,192,Cuba,Export,3562,2015
642,Romania,705,Slovenia,Export,3561,2015
372,Ireland,348,Hungary,Export,3558,2015
36,Australia,792,Turkey,Export,3545,2015
484,Mexico,784,United Arab Emirates,Export,3536,2015
458,Malaysia,598,Papua New Guinea,Export,3530,2015
352,Iceland,276,Germany,Export,3517,2015
124,Canada,616,Poland,Export,3484,2015
246,Finland,484,Mexico,Export,3469,2015
703,Slovakia,804,Ukraine,Export,3465,2015
792,Turkey,344,"China, Hong Kong SAR",Export,3453,2015
36,Australia,508,Mozambique,Export,3445,2015
642,Romania,804,Ukraine,Export,3445,2015
792,Turkey,484,Mexico,Export,3441,2015
620,Portugal,203,Czech Rep.,Export,3440,2015
246,Finland,40,Austria,Export,3436,2015
276,Germany,795,Turkmenistan,Export,3436,2015
642,Romania,757,Switzerland,Export,3435,2015
703,Slovakia,688,Serbia,Export,3424,2015
842,USA,268,Georgia,Export,3419,2015
251,France,204,Benin,Export,3418,2015
276,Germany,231,Ethiopia,Export,3417,2015
724,Spain,566,Nigeria,Export,3415,2015
372,Ireland,566,Nigeria,Export,3408,2015
381,Italy,231,Ethiopia,Export,3403,2015
372,Ireland,818,Egypt,Export,3401,2015
752,Sweden,360,Indonesia,Export,3396,2015
458,Malaysia,204,Benin,Export,3392,2015
554,New Zealand,818,Egypt,Export,3388,2015
246,Finland,344,"China, Hong Kong SAR",Export,3384,2015
276,Germany,430,Liberia,Export,3372,2015
826,United Kingdom,352,Iceland,Export,3372,2015
152,Chile,764,Thailand,Export,3361,2015
826,United Kingdom,442,Luxembourg,Export,3360,2015
152,Chile,862,Venezuela,Export,3353,2015
826,United Kingdom,233,Estonia,Export,3352,2015
792,Turkey,392,Japan,Export,3348,2015
372,Ireland,246,Finland,Export,3345,2015
620,Portugal,208,Denmark,Export,3344,2015
208,Denmark,300,Greece,Export,3343,2015
348,Hungary,376,Israel,Export,3342,2015
124,Canada,818,Egypt,Export,3341,2015
344,"China, Hong Kong SAR",12,Algeria,Export,3340,2015
440,Lithuania,724,Spain,Export,3337,2015
276,Germany,498,Rep. of Moldova,Export,3331,2015
724,Spain,858,Uruguay,Export,3330,2015
348,Hungary,70,Bosnia Herzegovina,Export,3325,2015
372,Ireland,579,Norway,Export,3322,2015
616,Poland,12,Algeria,Export,3320,2015
842,USA,191,Croatia,Export,3319,2015
826,United Kingdom,858,Uruguay,Export,3313,2015
348,Hungary,620,Portugal,Export,3311,2015
300,Greece,410,Rep. of Korea,Export,3308,2015
392,Japan,446,"China, Macao SAR",Export,3304,2015
826,United Kingdom,428,Latvia,Export,3291,2015
348,Hungary,246,Finland,Export,3277,2015
554,New Zealand,837,Bunkers,Export,3274,2015
372,Ireland,300,Greece,Export,3274,2015
724,Spain,400,Jordan,Export,3273,2015
251,France,430,Liberia,Export,3270,2015
392,Japan,642,Romania,Export,3263,2015
251,France,604,Peru,Export,3259,2015
757,Switzerland,586,Pakistan,Export,3258,2015
251,France,50,Bangladesh,Export,3254,2015
579,Norway,36,Australia,Export,3252,2015
757,Switzerland,608,Philippines,Export,3252,2015
792,Turkey,512,Oman,Export,3249,2015
792,Turkey,807,TFYR of Macedonia,Export,3246,2015
484,Mexico,764,Thailand,Export,3230,2015
752,Sweden,504,Morocco,Export,3228,2015
203,Czech Rep.,344,"China, Hong Kong SAR",Export,3226,2015
724,Spain,442,Luxembourg,Export,3219,2015
620,Portugal,642,Romania,Export,3216,2015
752,Sweden,458,Malaysia,Export,3206,2015
276,Germany,144,Sri Lanka,Export,3204,2015
208,Denmark,568,"Other Europe, nes",Export,3203,2015
458,Malaysia,203,Czech Rep.,Export,3192,2015
752,Sweden,642,Romania,Export,3190,2015
826,United Kingdom,862,Venezuela,Export,3189,2015
616,Poland,504,Morocco,Export,3174,2015
344,"China, Hong Kong SAR",642,Romania,Export,3154,2015
752,Sweden,300,Greece,Export,3152,2015
152,Chile,792,Turkey,Export,3152,2015
724,Spain,686,Senegal,Export,3150,2015
484,Mexico,616,Poland,Export,3144,2015
792,Turkey,566,Nigeria,Export,3140,2015
620,Portugal,40,Austria,Export,3121,2015
392,Japan,188,Costa Rica,Export,3085,2015
826,United Kingdom,705,Slovenia,Export,3084,2015
642,Romania,784,United Arab Emirates,Export,3080,2015
752,Sweden,152,Chile,Export,3060,2015
251,France,428,Latvia,Export,3056,2015
203,Czech Rep.,300,Greece,Export,3051,2015
724,Spain,634,Qatar,Export,3049,2015
276,Germany,446,"China, Macao SAR",Export,3047,2015
703,Slovakia,36,Australia,Export,3031,2015
392,Japan,116,Cambodia,Export,3022,2015
191,Croatia,251,France,Export,3020,2015
246,Finland,203,Czech Rep.,Export,3020,2015
579,Norway,178,Congo,Export,3010,2015
208,Denmark,699,India,Export,3006,2015
752,Sweden,364,Iran,Export,3005,2015
792,Turkey,440,Lithuania,Export,3002,2015
191,Croatia,842,USA,Export,3000,2015
372,Ireland,710,South Africa,Export,2999,2015
752,Sweden,703,Slovakia,Export,2997,2015
300,Greece,784,United Arab Emirates,Export,2997,2015
276,Germany,288,Ghana,Export,2991,2015
757,Switzerland,504,Morocco,Export,2989,2015
705,Slovenia,208,Denmark,Export,2980,2015
579,Norway,784,United Arab Emirates,Export,2979,2015
724,Spain,196,Cyprus,Export,2977,2015
642,Romania,584,Marshall Isds,Export,2960,2015
152,Chile,899,"Areas, nes",Export,2952,2015
246,Finland,710,South Africa,Export,2952,2015
842,USA,428,Latvia,Export,2948,2015
792,Turkey,417,Kyrgyzstan,Export,2947,2015
381,Italy,218,Ecuador,Export,2945,2015
344,"China, Hong Kong SAR",372,Ireland,Export,2938,2015
442,Luxembourg,724,Spain,Export,2929,2015
792,Turkey,70,Bosnia Herzegovina,Export,2925,2015
579,Norway,490,"Other Asia, nes",Export,2918,2015
724,Spain,226,Equatorial Guinea,Export,2916,2015
757,Switzerland,862,Venezuela,Export,2912,2015
458,Malaysia,300,Greece,Export,2912,2015
554,New Zealand,242,Fiji,Export,2906,2015
36,Australia,887,Yemen,Export,2895,2015
842,USA,100,Bulgaria,Export,2895,2015
233,Estonia,616,Poland,Export,2893,2015
792,Turkey,586,Pakistan,Export,2892,2015
705,Slovenia,792,Turkey,Export,2891,2015
703,Slovakia,376,Israel,Export,2886,2015
276,Germany,192,Cuba,Export,2880,2015
757,Switzerland,688,Serbia,Export,2879,2015
251,France,180,Dem. Rep. of the Congo,Export,2876,2015
792,Turkey,8,Albania,Export,2874,2015
392,Japan,364,Iran,Export,2874,2015
320,Guatemala,528,Netherlands,Export,2872,2015
381,Italy,24,Angola,Export,2866,2015
703,Slovakia,484,Mexico,Export,2859,2015
246,Finland,784,United Arab Emirates,Export,2853,2015
554,New Zealand,251,France,Export,2852,2015
842,USA,84,Belize,Export,2845,2015
344,"China, Hong Kong SAR",579,Norway,Export,2845,2015
208,Denmark,428,Latvia,Export,2837,2015
842,USA,364,Iran,Export,2822,2015
826,United Kingdom,604,Peru,Export,2821,2015
251,France,231,Ethiopia,Export,2817,2015
251,France,233,Estonia,Export,2806,2015
381,Italy,214,Dominican Rep.,Export,2799,2015
842,USA,796,Turks and Caicos Isds,Export,2796,2015
826,United Kingdom,231,Ethiopia,Export,2792,2015
381,Italy,807,TFYR of Macedonia,Export,2792,2015
604,Peru,251,France,Export,2785,2015
752,Sweden,352,Iceland,Export,2782,2015
348,Hungary,124,Canada,Export,2781,2015
554,New Zealand,381,Italy,Export,2780,2015
36,Australia,242,Fiji,Export,2769,2015
642,Romania,400,Jordan,Export,2768,2015
705,Slovenia,752,Sweden,Export,2754,2015
392,Japan,834,United Rep. of Tanzania,Export,2748,2015
442,Luxembourg,616,Poland,Export,2746,2015
348,Hungary,76,Brazil,Export,2718,2015
724,Spain,554,New Zealand,Export,2715,2015
484,Mexico,490,"Other Asia, nes",Export,2703,2015
208,Denmark,490,"Other Asia, nes",Export,2698,2015
604,Peru,490,"Other Asia, nes",Export,2698,2015
36,Australia,540,New Caledonia,Export,2698,2015
352,Iceland,251,France,Export,2694,2015
348,Hungary,818,Egypt,Export,2694,2015
440,Lithuania,203,Czech Rep.,Export,2688,2015
276,Germany,320,Guatemala,Export,2684,2015
757,Switzerland,152,Chile,Export,2680,2015
352,Iceland,842,USA,Export,2675,2015
124,Canada,208,Denmark,Export,2675,2015
757,Switzerland,804,Ukraine,Export,2673,2015
124,Canada,376,Israel,Export,2673,2015
372,Ireland,76,Brazil,Export,2670,2015
372,Ireland,458,Malaysia,Export,2670,2015
392,Japan,196,Cyprus,Export,2670,2015
752,Sweden,376,Israel,Export,2669,2015
152,Chile,704,Viet Nam,Export,2662,2015
792,Turkey,246,Finland,Export,2661,2015
344,"China, Hong Kong SAR",591,Panama,Export,2658,2015
392,Japan,703,Slovakia,Export,2649,2015
616,Poland,430,Liberia,Export,2649,2015
300,Greece,688,Serbia,Export,2646,2015
842,USA,508,Mozambique,Export,2646,2015
842,USA,233,Estonia,Export,2643,2015
842,USA,384,C衰te d'Ivoire,Export,2640,2015
251,France,562,Niger,Export,2635,2015
826,United Kingdom,591,Panama,Export,2635,2015
620,Portugal,372,Ireland,Export,2631,2015
300,Greece,376,Israel,Export,2621,2015
251,France,20,Andorra,Export,2619,2015
579,Norway,40,Austria,Export,2610,2015
320,Guatemala,591,Panama,Export,2605,2015
191,Croatia,528,Netherlands,Export,2604,2015
203,Czech Rep.,76,Brazil,Export,2599,2015
842,USA,92,Br. Virgin Isds,Export,2595,2015
392,Japan,504,Morocco,Export,2593,2015
724,Spain,364,Iran,Export,2588,2015
36,Australia,32,Argentina,Export,2585,2015
203,Czech Rep.,124,Canada,Export,2584,2015
152,Chile,188,Costa Rica,Export,2576,2015
724,Spain,804,Ukraine,Export,2571,2015
344,"China, Hong Kong SAR",104,Myanmar,Export,2571,2015
124,Canada,218,Ecuador,Export,2570,2015
246,Finland,837,Bunkers,Export,2559,2015
554,New Zealand,484,Mexico,Export,2556,2015
757,Switzerland,48,Bahrain,Export,2555,2015
757,Switzerland,858,Uruguay,Export,2553,2015
300,Greece,156,China,Export,2538,2015
124,Canada,40,Austria,Export,2538,2015
348,Hungary,233,Estonia,Export,2535,2015
203,Czech Rep.,112,Belarus,Export,2531,2015
752,Sweden,804,Ukraine,Export,2530,2015
442,Luxembourg,156,China,Export,2528,2015
792,Turkey,191,Croatia,Export,2516,2015
392,Japan,860,Uzbekistan,Export,2513,2015
392,Japan,496,Mongolia,Export,2508,2015
724,Spain,384,C衰te d'Ivoire,Export,2508,2015
344,"China, Hong Kong SAR",620,Portugal,Export,2506,2015
757,Switzerland,442,Luxembourg,Export,2503,2015
208,Denmark,818,Egypt,Export,2500,2015
348,Hungary,710,South Africa,Export,2495,2015
842,USA,178,Congo,Export,2485,2015
724,Spain,586,Pakistan,Export,2485,2015
222,El Salvador,188,Costa Rica,Export,2481,2015
392,Japan,12,Algeria,Export,2479,2015
484,Mexico,372,Ireland,Export,2476,2015
620,Portugal,246,Finland,Export,2473,2015
124,Canada,144,Sri Lanka,Export,2470,2015
642,Romania,208,Denmark,Export,2469,2015
203,Czech Rep.,233,Estonia,Export,2456,2015
392,Japan,316,Guam,Export,2453,2015
579,Norway,344,"China, Hong Kong SAR",Export,2453,2015
392,Japan,320,Guatemala,Export,2452,2015
300,Greece,470,Malta,Export,2452,2015
203,Czech Rep.,428,Latvia,Export,2441,2015
344,"China, Hong Kong SAR",703,Slovakia,Export,2438,2015
233,Estonia,251,France,Export,2438,2015
100,Bulgaria,784,United Arab Emirates,Export,2437,2015
124,Canada,32,Argentina,Export,2434,2015
372,Ireland,764,Thailand,Export,2433,2015
752,Sweden,368,Iraq,Export,2433,2015
440,Lithuania,682,Saudi Arabia,Export,2427,2015
348,Hungary,344,"China, Hong Kong SAR",Export,2427,2015
208,Denmark,703,Slovakia,Export,2426,2015
757,Switzerland,92,Br. Virgin Isds,Export,2420,2015
276,Germany,188,Costa Rica,Export,2414,2015
208,Denmark,233,Estonia,Export,2408,2015
392,Japan,398,Kazakhstan,Export,2404,2015
724,Spain,233,Estonia,Export,2401,2015
458,Malaysia,768,Togo,Export,2400,2015
36,Australia,144,Sri Lanka,Export,2400,2015
36,Australia,152,Chile,Export,2399,2015
124,Canada,504,Morocco,Export,2397,2015
124,Canada,780,Trinidad and Tobago,Export,2392,2015
203,Czech Rep.,702,Singapore,Export,2383,2015
620,Portugal,132,Cabo Verde,Export,2382,2015
392,Japan,214,Dominican Rep.,Export,2381,2015
246,Finland,348,Hungary,Export,2377,2015
36,Australia,616,Poland,Export,2377,2015
752,Sweden,32,Argentina,Export,2375,2015
579,Norway,699,India,Export,2372,2015
300,Greece,643,Russian Federation,Export,2367,2015
458,Malaysia,512,Oman,Export,2356,2015
458,Malaysia,116,Cambodia,Export,2355,2015
276,Germany,214,Dominican Rep.,Export,2352,2015
196,Cyprus,837,Bunkers,Export,2351,2015
842,USA,768,Togo,Export,2340,2015
642,Romania,392,Japan,Export,2339,2015
381,Italy,795,Turkmenistan,Export,2336,2015
484,Mexico,12,Algeria,Export,2336,2015
616,Poland,442,Luxembourg,Export,2332,2015
246,Finland,152,Chile,Export,2326,2015
703,Slovakia,620,Portugal,Export,2321,2015
320,Guatemala,124,Canada,Export,2317,2015
752,Sweden,566,Nigeria,Export,2311,2015
191,Croatia,826,United Kingdom,Export,2310,2015
348,Hungary,440,Lithuania,Export,2310,2015
752,Sweden,586,Pakistan,Export,2309,2015
642,Romania,620,Portugal,Export,2308,2015
724,Spain,368,Iraq,Export,2307,2015
724,Spain,288,Ghana,Export,2300,2015
620,Portugal,579,Norway,Export,2297,2015
724,Spain,24,Angola,Export,2294,2015
348,Hungary,579,Norway,Export,2293,2015
620,Portugal,292,Gibraltar,Export,2286,2015
642,Romania,699,India,Export,2280,2015
36,Australia,376,Israel,Export,2275,2015
724,Spain,320,Guatemala,Export,2275,2015
842,USA,104,Myanmar,Export,2273,2015
276,Germany,8,Albania,Export,2271,2015
381,Italy,288,Ghana,Export,2265,2015
757,Switzerland,591,Panama,Export,2261,2015
392,Japan,780,Trinidad and Tobago,Export,2261,2015
381,Italy,404,Kenya,Export,2254,2015
792,Turkey,48,Bahrain,Export,2253,2015
826,United Kingdom,178,Congo,Export,2251,2015
344,"China, Hong Kong SAR",320,Guatemala,Export,2247,2015
381,Italy,48,Bahrain,Export,2246,2015
616,Poland,704,Viet Nam,Export,2244,2015
724,Spain,428,Latvia,Export,2241,2015
381,Italy,686,Senegal,Export,2240,2015
251,France,478,Mauritania,Export,2235,2015
251,France,31,Azerbaijan,Export,2234,2015
579,Norway,32,Argentina,Export,2232,2015
203,Czech Rep.,398,Kazakhstan,Export,2230,2015
251,France,104,Myanmar,Export,2223,2015
826,United Kingdom,780,Trinidad and Tobago,Export,2219,2015
203,Czech Rep.,12,Algeria,Export,2213,2015
191,Croatia,724,Spain,Export,2209,2015
842,USA,120,Cameroon,Export,2209,2015
381,Italy,498,Rep. of Moldova,Export,2206,2015
392,Japan,68,Bolivia (Plurinational State of),Export,2205,2015
620,Portugal,484,Mexico,Export,2204,2015
579,Norway,643,Russian Federation,Export,2203,2015
484,Mexico,348,Hungary,Export,2203,2015
458,Malaysia,348,Hungary,Export,2203,2015
251,France,404,Kenya,Export,2199,2015
458,Malaysia,152,Chile,Export,2198,2015
208,Denmark,620,Portugal,Export,2197,2015
352,Iceland,579,Norway,Export,2197,2015
792,Turkey,288,Ghana,Export,2196,2015
300,Greece,804,Ukraine,Export,2196,2015
579,Norway,764,Thailand,Export,2196,2015
372,Ireland,490,"Other Asia, nes",Export,2190,2015
344,"China, Hong Kong SAR",218,Ecuador,Export,2189,2015
246,Finland,764,Thailand,Export,2189,2015
381,Italy,858,Uruguay,Export,2188,2015
484,Mexico,858,Uruguay,Export,2182,2015
757,Switzerland,512,Oman,Export,2181,2015
842,USA,434,Libya,Export,2180,2015
484,Mexico,710,South Africa,Export,2173,2015
300,Greece,12,Algeria,Export,2172,2015
703,Slovakia,246,Finland,Export,2170,2015
757,Switzerland,191,Croatia,Export,2170,2015
208,Denmark,642,Romania,Export,2167,2015
620,Portugal,348,Hungary,Export,2162,2015
251,France,834,United Rep. of Tanzania,Export,2162,2015
458,Malaysia,414,Kuwait,Export,2162,2015
191,Croatia,643,Russian Federation,Export,2160,2015
554,New Zealand,862,Venezuela,Export,2160,2015
484,Mexico,792,Turkey,Export,2158,2015
458,Malaysia,634,Qatar,Export,2141,2015
642,Romania,268,Georgia,Export,2139,2015
392,Japan,300,Greece,Export,2138,2015
348,Hungary,699,India,Export,2135,2015
381,Italy,92,Br. Virgin Isds,Export,2132,2015
826,United Kingdom,788,Tunisia,Export,2131,2015
392,Japan,862,Venezuela,Export,2125,2015
348,Hungary,784,United Arab Emirates,Export,2123,2015
300,Greece,203,Czech Rep.,Export,2123,2015
381,Italy,178,Congo,Export,2123,2015
208,Denmark,764,Thailand,Export,2118,2015
579,Norway,704,Viet Nam,Export,2116,2015
203,Czech Rep.,504,Morocco,Export,2109,2015
381,Italy,136,Cayman Isds,Export,2108,2015
826,United Kingdom,191,Croatia,Export,2102,2015
344,"China, Hong Kong SAR",404,Kenya,Export,2090,2015
246,Finland,804,Ukraine,Export,2086,2015
458,Malaysia,32,Argentina,Export,2083,2015
100,Bulgaria,804,Ukraine,Export,2082,2015
703,Slovakia,818,Egypt,Export,2080,2015
554,New Zealand,568,"Other Europe, nes",Export,2079,2015
752,Sweden,512,Oman,Export,2076,2015
842,USA,598,Papua New Guinea,Export,2075,2015
642,Romania,710,South Africa,Export,2072,2015
724,Spain,688,Serbia,Export,2071,2015
276,Germany,222,El Salvador,Export,2070,2015
792,Turkey,360,Indonesia,Export,2070,2015
196,Cyprus,300,Greece,Export,2066,2015
442,Luxembourg,40,Austria,Export,2065,2015
381,Italy,144,Sri Lanka,Export,2064,2015
616,Poland,70,Bosnia Herzegovina,Export,2064,2015
392,Japan,804,Ukraine,Export,2059,2015
752,Sweden,634,Qatar,Export,2055,2015
36,Australia,752,Sweden,Export,2054,2015
458,Malaysia,834,United Rep. of Tanzania,Export,2052,2015
792,Turkey,112,Belarus,Export,2051,2015
203,Czech Rep.,490,"Other Asia, nes",Export,2050,2015
826,United Kingdom,50,Bangladesh,Export,2046,2015
251,France,226,Equatorial Guinea,Export,2046,2015
484,Mexico,40,Austria,Export,2046,2015
100,Bulgaria,705,Slovenia,Export,2043,2015
842,USA,266,Gabon,Export,2039,2015
344,"China, Hong Kong SAR",414,Kuwait,Export,2032,2015
724,Spain,188,Costa Rica,Export,2031,2015
757,Switzerland,112,Belarus,Export,2019,2015
792,Turkey,498,Rep. of Moldova,Export,2016,2015
757,Switzerland,788,Tunisia,Export,2016,2015
320,Guatemala,156,China,Export,2015,2015
642,Romania,364,Iran,Export,2015,2015
826,United Kingdom,688,Serbia,Export,2012,2015
300,Greece,40,Austria,Export,2007,2015
484,Mexico,643,Russian Federation,Export,2003,2015
300,Greece,246,Finland,Export,2003,2015
826,United Kingdom,214,Dominican Rep.,Export,2001,2015
792,Turkey,50,Bangladesh,Export,1999,2015
442,Luxembourg,568,"Other Europe, nes",Export,1997,2015
826,United Kingdom,238,Falkland Isds (Malvinas),Export,1997,2015
344,"China, Hong Kong SAR",231,Ethiopia,Export,1996,2015
554,New Zealand,566,Nigeria,Export,1986,2015
703,Slovakia,784,United Arab Emirates,Export,1979,2015
792,Turkey,604,Peru,Export,1971,2015
191,Croatia,616,Poland,Export,1970,2015
842,USA,686,Senegal,Export,1969,2015
191,Croatia,703,Slovakia,Export,1959,2015
792,Turkey,24,Angola,Export,1959,2015
246,Finland,376,Israel,Export,1941,2015
348,Hungary,702,Singapore,Export,1940,2015
276,Germany,729,Sudan,Export,1936,2015
381,Italy,268,Georgia,Export,1932,2015
703,Slovakia,579,Norway,Export,1929,2015
705,Slovenia,100,Bulgaria,Export,1927,2015
458,Malaysia,579,Norway,Export,1917,2015
300,Greece,702,Singapore,Export,1915,2015
757,Switzerland,554,New Zealand,Export,1914,2015
757,Switzerland,566,Nigeria,Export,1912,2015
251,France,858,Uruguay,Export,1909,2015
300,Greece,752,Sweden,Export,1908,2015
484,Mexico,203,Czech Rep.,Export,1907,2015
246,Finland,12,Algeria,Export,1906,2015
440,Lithuania,124,Canada,Export,1904,2015
300,Greece,484,Mexico,Export,1900,2015
251,France,860,Uzbekistan,Export,1900,2015
620,Portugal,784,United Arab Emirates,Export,1892,2015
246,Finland,642,Romania,Export,1886,2015
246,Finland,702,Singapore,Export,1886,2015
616,Poland,368,Iraq,Export,1885,2015
826,United Kingdom,384,C衰te d'Ivoire,Export,1884,2015
703,Slovakia,300,Greece,Export,1881,2015
792,Turkey,152,Chile,Export,1879,2015
100,Bulgaria,703,Slovakia,Export,1875,2015
36,Australia,566,Nigeria,Export,1875,2015
826,United Kingdom,834,United Rep. of Tanzania,Export,1866,2015
642,Romania,484,Mexico,Export,1864,2015
348,Hungary,372,Ireland,Export,1863,2015
203,Czech Rep.,458,Malaysia,Export,1859,2015
792,Turkey,170,Colombia,Export,1859,2015
320,Guatemala,392,Japan,Export,1856,2015
620,Portugal,703,Slovakia,Export,1851,2015
442,Luxembourg,752,Sweden,Export,1845,2015
703,Slovakia,124,Canada,Export,1845,2015
642,Romania,807,TFYR of Macedonia,Export,1837,2015
208,Denmark,458,Malaysia,Export,1832,2015
300,Greece,837,Bunkers,Export,1829,2015
36,Australia,400,Jordan,Export,1827,2015
642,Romania,76,Brazil,Export,1825,2015
233,Estonia,56,Belgium,Export,1824,2015
348,Hungary,504,Morocco,Export,1820,2015
826,United Kingdom,218,Ecuador,Export,1820,2015
579,Norway,203,Czech Rep.,Export,1820,2015
381,Italy,446,"China, Macao SAR",Export,1810,2015
642,Romania,191,Croatia,Export,1809,2015
705,Slovenia,807,TFYR of Macedonia,Export,1804,2015
842,USA,192,Cuba,Export,1803,2015
203,Czech Rep.,442,Luxembourg,Export,1800,2015
616,Poland,458,Malaysia,Export,1800,2015
196,Cyprus,372,Ireland,Export,1797,2015
440,Lithuania,792,Turkey,Export,1795,2015
100,Bulgaria,268,Georgia,Export,1790,2015
348,Hungary,682,Saudi Arabia,Export,1787,2015
579,Norway,31,Azerbaijan,Export,1782,2015
703,Slovakia,428,Latvia,Export,1775,2015
246,Finland,490,"Other Asia, nes",Export,1774,2015
344,"China, Hong Kong SAR",400,Jordan,Export,1770,2015
276,Germany,68,Bolivia (Plurinational State of),Export,1769,2015
152,Chile,591,Panama,Export,1761,2015
458,Malaysia,208,Denmark,Export,1753,2015
620,Portugal,643,Russian Federation,Export,1751,2015
458,Malaysia,288,Ghana,Export,1749,2015
757,Switzerland,31,Azerbaijan,Export,1748,2015
300,Greece,788,Tunisia,Export,1745,2015
792,Turkey,764,Thailand,Export,1741,2015
276,Germany,384,C衰te d'Ivoire,Export,1741,2015
484,Mexico,208,Denmark,Export,1740,2015
300,Greece,705,Slovenia,Export,1739,2015
276,Germany,120,Cameroon,Export,1739,2015
251,France,548,Vanuatu,Export,1738,2015
579,Norway,300,Greece,Export,1736,2015
792,Turkey,428,Latvia,Export,1731,2015
